,,UNIQUE DATE,avg CH4 (ppm),AT (C),H2S (ppb),RH (%),SO2 (ppb),WD (deg),WD_STD (deg),avg WS (km/h),WS_STD (km/h),BP_2 (mB),DEW_2 (C),PAR_16 (umol m-2 s-1),avg SR_29 (W/m2),VW20 (km/h),VW20_STD (km/h),GR (W/m2)
1,1261,2022-09-05,2.2418,18.12,1.54,70.1,10.2,160.78,32.74,5.02,2.02,963,11.704,0,0.0252,-0.24,0.86,0
4,1265,2022-09-09,2.289,10.5,0.8,82.4,2.7,145.1,64.4,3.5,1.6,973,2.638,0,0.018,-0.4,0.5,0
1,1266,2022-09-10,2.293,8.6,0.95,83.15,0.3,142.3,21.1,10.55,2.6,969.5,3.737,33.746,29.48,0.15,1.5,128.7
2,1268,2022-09-12,2.122,11.7,0.2,63.5,0.4,149.7,31.7,3.7,1.4,978,4.292,41.73,21.96,0.6,1.2,0.2
1,1269,2022-09-13,2.319,14.93333333,0.7,74.33333333,0.1,143.3,45.73333333,5.033333333,2.7,970,7.836,5.363666667,2.574,0.066666667,1.733333333,0
1,1270,2022-09-14,2.211,18.76666667,0.366666667,43.46666667,1.9,154.8,26.2,4.766666667,1.266666667,972.6666667,4.723666667,228.0833333,125.2633333,0.066666667,0.9,31.93333333
1,1271,2022-09-15,2.170384615,19.5,0.869230769,53.97692308,4.453846154,156.0538462,30.86923077,7.7,2.723076923,972.7692308,8.021461538,361.8828462,201.4977692,0.153846154,1.784615385,179.5538462
1,1272,2022-09-16,2.143625,17.35,0.425,70.5875,5.675,145.8125,30.0875,7.475,2.4625,970.375,10.4325,320.75,168.58625,0.125,1.85,197.2625
2,1274,2022-09-18,2.137,14.5,0.1,78.1,0,172.8,92.6,0.3,1.2,967,10.56,346.2,158.5,0.1,1.2,240.6
3,1277,2022-09-21,2.276117647,13.48823529,1.552941176,62.3,2.582352941,157.0058824,31.77647059,7.705882353,2.535294118,977.1764706,4.130588235,270.2278235,167.6009412,0.052941176,1.764705882,164.6470588
1,1278,2022-09-22,2.3255,17.22142857,1.785714286,53.16428571,2.342857143,158.0428571,27.81428571,7.957142857,2.378571429,963.7857143,5.910642857,297.184,181.7857857,-0.05,1.892857143,161.2571429
1,1279,2022-09-23,2.421666667,10.76666667,0.866666667,82.16666667,0.633333333,142.3666667,18.46666667,11.73333333,3.033333333,957.3333333,6.869666667,0,0.019666667,-0.166666667,1.133333333,0.033333333
1,1280,2022-09-24,2.235666667,7.566666667,1.1,71.4,2.2,152.8,39.26666667,4.966666667,1.933333333,964,1.085333333,0,0.026333333,-0.333333333,0.933333333,0
1,1281,2022-09-25,2.234666667,7.366666667,1,86.83333333,0.333333333,154.4,48.03333333,4.533333333,1.933333333,977,3.446333333,22.45533333,11.583,0,0.833333333,6
1,1282,2022-09-26,2.3195,15.45,0.55,54.9,1.4,146.45,26.3,5,1.45,978.5,4.8025,280.9,241.1105,0.1,1.85,271.75
1,1283,2022-09-27,2.2896,15.71,1.59,63.37,3.72,152.51,39.31,6.65,2.59,972.3,7.0127,218.2475,128.8497,-0.04,2.02,166.97
1,1284,2022-09-28,2.32375,14.925,0.675,76.175,1.175,141.275,22.275,8.3,2.35,969,9.2475,200.26375,120.15375,0.175,1.175,127.1
2,1286,2022-09-30,2.098333333,12.73333333,0.733333333,80.6,2.6,148.8666667,31,8.966666667,3.333333333,983,8.753333333,298.1,148,0.1,1.766666667,174.9
1,1287,2022-10-01,2.193727273,14.27272727,1.881818182,78.75,3.372727273,151.0363636,25.59090909,11.95,3.8,977.7272727,10.34636364,228.5274545,136.9785909,0.309090909,2.113636364,148.6409091
1,1288,2022-10-02,2.300333333,12.06666667,0.766666667,86.6,0.9,144.3333333,15.3,12.76666667,2.666666667,967.3333333,10.19,0.000333333,0.021,-0.266666667,1.766666667,0.033333333
1,1289,2022-10-03,2.192285714,14.17142857,0.942857143,44.71428571,0.585714286,155.8714286,30.3,6.028571429,2.085714286,977.7142857,1.804142857,202.32,108.6644286,0.157142857,1.157142857,60.1
1,1290,2022-10-04,2.297,8.55,1.05,74.1,0.25,141.7,13.6,9.2,1.7,975,1.329,0,0.017,0.15,0.7,0
12,1302,2022-10-16,2.05125,7.091666667,0.741666667,53.375,3.283333333,149.75,20.15833333,11.55,3.258333333,981.4166667,-2.694666667,232.7233333,119.3456667,0.791666667,1.658333333,121.675
1,1303,2022-10-17,2.157818182,12.84545455,0.418181818,51.27272727,1.736363636,146.7181818,13.80909091,11.22727273,2.272727273,971.6363636,2.557454545,277.3437273,171.8454545,0.818181818,1.263636364,163.3818182
1,1304,2022-10-18,2.210833333,8.491666667,0.975,71.30833333,8.85,150.1333333,32.58333333,9.708333333,2.291666667,972.5833333,3.567416667,48.22141667,30.75591667,0.483333333,0.783333333,30.475
1,1305,2022-10-19,2.089,7.88,0.46,74.4,3.02,150.06,18.46,12,3.04,976.2,3.1708,88.77,47.8772,0.58,1.56,96.08
3,1308,2022-10-22,2.188,-0.7,0.6,94.7,0.7,141.7,20.5,5.1,1.2,965,-1.018,7.463,3.455,0.1,0.5,11.5
2,1310,2022-10-24,2.094,1.2,0.2,81.8,0.2,149.2,20.2,6,2,965,-2.519,0,0.031,0.5,1,0
1,1311,2022-10-25,2.108,1.1,0.2,84.7,0.1,140.9,15.8,7.2,2.1,965,-1.249,0.001,0.025,0.4,0.8,0
1,1312,2022-10-26,2.173117647,3.470588235,0.617647059,71.36470588,4.876470588,165.6411765,24.3,9.958823529,3.129411765,960.1176471,-0.842411765,102.9027059,57.83376471,0.594117647,1.623529412,64.3
1,1313,2022-10-27,2.2633,8.42,1.62,50.73,18.74,181.55,32.68,11.55,4.1,948.7,-1.1799,58.93,41.1961,0.27,2.66,68.79
2,1315,2022-10-29,2.248285714,3.614285714,1.1,55.97142857,17.77142857,160.7,19.67142857,10.12857143,2.8,963.5714286,-3.983142857,0.001857143,0.035285714,0.414285714,1.214285714,0.271428571
1,1316,2022-10-30,2.088166667,5.4,0.4,58.13333333,4.416666667,152.9333333,15.36666667,13.96666667,3.066666667,958.5,-2.640666667,0.002666667,0.030666667,0.816666667,1.816666667,1.25
4,1320,2022-11-03,2.0691875,-6.28125,0.425,72.2,2.86875,163.0125,25.4125,12.35625,4.025,968.8125,-10.9625,78.2633125,65.84475,0.875,1.96875,41.4625
1,1321,2022-11-04,2.165214286,-1.664285714,0.571428571,74.66428571,2.614285714,153.45,27.56428571,10.62142857,2.957142857,954.4285714,-6.151071429,118.948,89.21371429,0.492857143,1.392857143,100.7785714
5,1326,2022-11-09,2.14,-12.0375,0.525,66.075,1.5375,158.625,19.775,9.3125,2.725,982.5,-17.55875,6.889875,8.801875,0.475,1.225,0.6125
1,1327,2022-11-10,2.126846154,-12.5,0.353846154,64.4,1.2,159.3153846,20.33076923,9.946153846,2.838461538,981.4615385,-18.09923077,41.07276923,26.99361538,0.776923077,1.184615385,29.63076923
1,1328,2022-11-11,2.224333333,-9.233333333,0.533333333,69.96666667,3.466666667,143.6,11.66666667,15.43333333,2.566666667,980.6666667,-14.07,136.1,153.641,0.6,1.733333333,171.9333333
1,1329,2022-11-12,2.239,-8.6,1.4,73.7,14.1,140.3,8.5,27.9,5.3,978,-13.16,0,0.023,0.8,2.5,0
1,1330,2022-11-13,2.31125,-1.475,0.6,78.05,1.1,148.85,22.45,7.525,2.45,973.75,-4.935,133.12375,82.20725,0.275,0.75,38.95
2,1332,2022-11-15,2.311333333,-3.666666667,0.633333333,82.95,0.866666667,143.95,15.8,10.48333333,2.766666667,983.1666667,-4.340333333,68.08316667,68.41566667,0.183333333,0.883333333,114.2666667
2,1334,2022-11-17,2.101090909,-12.71818182,0.445454545,74,1.990909091,152.4727273,21.63636364,9.181818182,2.163636364,997.6363636,-17.24181818,74.977,41.56745455,0.236363636,0.763636364,48.09090909
1,1335,2022-11-18,2.4545,-7.65,0.95,80.9,4.8,142.7,29.05,6.85,2,981.5,-9.87,0,0.0145,0.15,0.65,0
1,1336,2022-11-19,2.236,-9.41,1.74,73.67,8.43,144.45,26.68,9.58,2.33,972.5,-13.402,26.4409,19.0916,0.54,0.88,30.85
1,1337,2022-11-20,2.406,-7.8,0.7,74.36666667,0.65,147,25.15,8.05,2.216666667,971.6666667,-12.70683333,0.000166667,0.015,0.283333333,0.583333333,0.016666667
1,1338,2022-11-21,2.148666667,-2.046666667,0.82,78.50666667,1.38,145.7933333,14.68,10.91333333,2.48,969.2666667,-5.1258,49.82,36.87233333,0.56,1.093333333,50.47333333
1,1339,2022-11-22,2.221,-3.666666667,0.466666667,90.41666667,0.316666667,142.7666667,8.233333333,12.55,2.083333333,961,-3.616166667,13.61866667,8.253666667,0.45,0.85,25.7
1,1340,2022-11-23,2.150875,-1.6875,0.475,84.6875,1.425,157.45,33.925,6.725,2.4375,962.625,-3.599125,0.00025,0.0225,-0.05,0.7125,0.0125
1,1341,2022-11-24,2.209,1.4,0.566666667,88.72666667,0.226666667,147.9066667,18.15333333,12.72666667,2.48,965.9333333,0.473666667,51.5304,31.39726667,0.653333333,1.38,36.57333333
2,1343,2022-11-26,2.1715,-1.925,0.275,68.35,0.15,151.35,17.925,6.5,1.6,966.25,-7.698,126.375,120.5125,0.475,1.075,114.225
5,1348,2022-12-01,2.0886,-23.9,0.65,72.92,1.78,152.61,19.07,8.22,2.05,973.8,-28.63,11.1127,50.0357,0.59,0.88,60.76
1,1349,2022-12-02,2.313,-26.75555556,0.9,75.33333333,1.711111111,149.2555556,22.58888889,7.644444444,1.866666667,974.5555556,-31.64111111,4.079,21.821,0.144444444,0.833333333,53.33333333
4,1353,2022-12-06,2.238818182,-29.2,0.9,71.14545455,0.2,146.3454545,13.81818182,10.23636364,2.4,979.6363636,-35.10545455,14.63254545,15.15590909,0.609090909,1.045454545,45.69090909
1,1354,2022-12-07,2.197666667,-28.46666667,0.633333333,73.7,0.2,148.3666667,15,6.7,1.6,969.6666667,-30.94666667,0.001333333,0.023666667,0.533333333,1.033333333,0
1,1355,2022-12-08,2.153,-11.4,0.7,77.8,6.9,142.05,11.2,17.55,4.3,963,-15.155,0.069,0.1105,0.9,1.95,0
1,1356,2022-12-09,2.242823529,-14.13529412,0.364705882,82.37647059,0.335294118,145.2647059,11.45882353,13.19411765,2.529411765,962.7058824,-13.51764706,8.869470588,12.01058824,0.658823529,1.070588235,23.82941176
1,1357,2022-12-10,2.419666667,-16.56666667,0.6,83.26666667,0.266666667,148.2333333,31.26666667,6.366666667,2.1,966.3333333,-15.27,0.000666667,0.022,0.466666667,0.733333333,0
2,1359,2022-12-12,2.0824,-15.34,0.14,75.08,0.48,156.98,19.2,8.2,2.32,979.6,-19.964,1.987,3.1956,0.58,0.92,0.04
1,1360,2022-12-13,2.122444444,-10.66111111,0.255555556,70.82777778,1.855555556,163.6166667,24.95555556,9.555555556,3.061111111,973.6111111,-14.31722222,11.01872222,11.75472222,0.727777778,1.35,12.34444444
1,1361,2022-12-14,2.242,-9.4,0.65,85.98333333,3.516666667,145.5,11.53333333,8.3,1.95,985,-11.86833333,15.734,12.70716667,0.45,0.816666667,30.38333333
1,1362,2022-12-15,2.237,-8.125,2.15,87.825,14.825,171.075,36.65,4.8,1.9,984.25,-9.5,2.4905,1.84,0.125,0.975,11.875
7,1369,2022-12-22,2.225909091,-32.6,0.436363636,71.10909091,0.272727273,142.5545455,9.836363636,9.918181818,1.854545455,1004.545455,-36.28545455,1.521363636,3.526636364,0.5,0.8,4.009090909
1,1370,2022-12-23,2.323166667,-33.85,0.6,70.5,0.1,145.75,18.28333333,7.95,1.7,994.5,-34.52666667,0.001333333,0.026833333,0.566666667,0.666666667,0
5,1375,2022-12-28,2.07,-13.26,0.12,80.86,0.2,152.1,41.78,3.1,1.36,963.8,-15.904,0.5942,1.4866,0.46,0.76,0
1,1376,2022-12-29,2.072333333,-12.34444444,0.077777778,79.43333333,0.2,144.4666667,17.54444444,8.733333333,2.566666667,965,-15.25333333,1.625333333,4.743,0.522222222,0.977777778,3.611111111
2,1378,2022-12-31,2.311,-10.75,0.35,87.25,0.05,145,12.75,6.2,1.45,963,-11.065,0.003,0.0255,0.25,0.4,0
1,1379,2023-01-01,2.3905625,-9.7125,0.65625,85.08125,1.55625,144.53125,19.33125,8.23125,2.2,966.625,-11.338125,7.74675,40.8286875,0.4125,0.71875,28.45625
1,1380,2023-01-02,2.273473684,-11.61052632,0.431578947,85.67894737,0.273684211,145.2842105,11.62631579,11.9,2.678947368,963.6842105,-9.314578947,6.356263158,30.00515789,0.568421053,0.926315789,27.4
1,1381,2023-01-03,2.305863636,-10.35,0.595454545,85.28636364,0.304545455,143.4954545,9.3,11.54545455,2.009090909,962.2727273,-8.44,5.314136364,27.0445,0.736363636,0.945454545,25.1
1,1382,2023-01-04,2.390238095,-14.64285714,0.852380952,83.9,0.285714286,144.4904762,10.61904762,10.57619048,1.938095238,969.1428571,-13.90095238,5.581095238,28.93761905,0.376190476,0.585714286,29.73333333
1,1383,2023-01-05,2.234944444,-16.85555556,0.422222222,82.73888889,0.105555556,145.0611111,10.28888889,9.727777778,1.722222222,973.7777778,-14.94055556,6.514833333,39.86766667,0.422222222,0.827777778,36.32222222
1,1384,2023-01-06,2.206166667,-11.67777778,0.311111111,84.28888889,0.094444444,148.4944444,15.05555556,12.17222222,2.261111111,966.5,-10.22277778,5.110833333,24.88266667,0.744444444,0.966666667,21.77222222
1,1385,2023-01-07,2.319,-12.41428571,0.4,86.35714286,0.414285714,147.9142857,16.65714286,11.55714286,2.985714286,966.2857143,-10.16571429,0.000142857,0.025714286,0.414285714,0.685714286,0.014285714
1,1386,2023-01-08,2.615,-13.8375,1.1,86.8,4.125,146.2125,12.8,6.6,1.6875,969.625,-14.85,5.37125,10.434125,0.7,1.2625,13.9
1,1387,2023-01-09,2.233,-6.5,0.32,84.78,1.26,150.5,26.96,4.24,1.7,966.2,-7.9862,23.8656,64.8956,0.28,1,50.2
1,1388,2023-01-10,2.219333333,-8.2,1.133333333,88.2,7.833333333,164,30.4,6.033333333,2.666666667,967.6666667,-8.806666667,0,0.023333333,0.533333333,1.066666667,0
1,1389,2023-01-11,2.323444444,-6.988888889,0.766666667,85.15555556,1.8,152.0888889,23.75555556,7.8,2.588888889,979.2222222,-8.436111111,5.654,12.271,0.622222222,1.055555556,7.455555556
1,1390,2023-01-12,2.239318182,-8.109090909,0.345454545,83.35909091,0.990909091,157.0772727,19.42272727,10.02727273,2.681818182,975.7727273,-9.911363636,4.040363636,8.651954545,0.854545455,1.318181818,9.627272727
1,1391,2023-01-13,2.356,-8.8,0.4,84.9,0.2,142.8,7.6,9.4,2.2,973,-9.87,0,0.021,0.5,0.7,0
1,1392,2023-01-14,2.153666667,-6.741666667,0.208333333,80.5,1.358333333,156.2333333,20.70833333,9.416666667,2.583333333,962.4166667,-9.2625,4.694916667,6.90875,0.608333333,1.133333333,17.63333333
2,1394,2023-01-16,2.169333333,-3.1,0.3,88.26666667,0.566666667,156.0666667,42.53333333,9.233333333,3.966666667,965.3333333,-4.597,0.001,0.024,0.766666667,1.566666667,0
1,1395,2023-01-17,2.35245,-4.55,1.59,83.74,12.55,163.63,21.315,8.11,2.345,966.6,-6.44505,4.1279,5.3861,0.485,1.21,12.15
1,1396,2023-01-18,2.17952381,-6.319047619,0.457142857,85.5952381,1.747619048,151.4666667,17.70952381,10.72857143,2.738095238,966.2380952,-7.521666667,8.883428571,30.27419048,0.676190476,1.176190476,31.77619048
1,1397,2023-01-19,2.2894,-7.52,0.793333333,83.58666667,3.546666667,148.9,13.35333333,12.04666667,2.233333333,967.8666667,-8.924333333,5.8282,14.9734,0.613333333,1.213333333,12.84
1,1398,2023-01-20,2.268,-8.12,1.73,90.17,8.38,157.92,36.02,5.62,1.85,969.9,-7.6976,1.0472,5.8307,0.07,0.81,27.99
1,1399,2023-01-21,2.290058824,-4.288235294,0.705882353,87.97647059,0.776470588,143.0058824,9.005882353,12.61176471,2.147058824,966.7058824,-3.926941176,10.16970588,29.13394118,0.358823529,0.905882353,41.77647059
2,1401,2023-01-23,2.316,-9.65,0.4,82.8,0.15,145.75,15.45,7.6,2.4,970.5,-12.08,0,0.0245,0.65,0.95,0
1,1402,2023-01-24,2.1624,-9.52,0.46,81.56,1.66,144.24,10.52,12.32,2.68,971.8,-12.0242,6.1668,11.1354,0.54,0.98,7.48
1,1403,2023-01-25,2.139,-6.885714286,0.942857143,91.91428571,2.842857143,152.4857143,28.1,10.6,3.685714286,976.2857143,-8.45,1.383,2.248571429,0.557142857,1.228571429,0.557142857
1,1404,2023-01-26,2.17525,-5.5,0.6,92.9,1.15,142.95,20.525,12.825,3.275,964,-5.7715,0.00175,0.02475,0.325,1.1,0
3,1407,2023-01-29,2.212909091,-23.18181818,0.663636364,70.47272727,1.536363636,146.8454545,17.37272727,12.33636364,2.472727273,986.5454545,-29.01090909,29.652,66.42145455,0.427272727,0.990909091,83.13636364
1,1408,2023-01-30,2.5746,-19.58,1.54,70.54,1.38,142.82,6.26,7.82,1.26,979,-24.13,56.906,174.4,0.26,0.52,168.6
3,1411,2023-02-02,2.2607,-31.32,0.5,72.1,3.05,144.35,13.08,8.61,1.82,988.7,-34.654,19.538,55.1058,0.5,1,69.33
1,1412,2023-02-03,2.166714286,-14.65714286,2.214285714,82.04285714,30.62857143,145.1142857,12.02857143,16.8,3.585714286,966.5714286,-18.60285714,0.000714286,0.027714286,0.742857143,1.785714286,0
2,1414,2023-02-05,3.101,-8.4,2.6,89.9,3.8,172.7,84.5,0.6,1.7,951,-7.55,0,0.023,0,0.2,0
1,1415,2023-02-06,2.2325,-9.2,1.05,59.6,7.15,150.6,43.5,4.95,1.3,964,-16.205,90.07,267.45,0.15,0.85,316.9
1,1416,2023-02-07,2.752,-7.6,1.5,78,3.3,149.1,57.2,4.5,1.8,955,-10.26,0.002,0.034,0.5,0.8,0
1,1417,2023-02-08,2.498666667,-6.8,1.733333333,64.73333333,1.066666667,155,49.4,3.733333333,1.466666667,977.3333333,-11.37333333,192.7433333,142.0333333,0.366666667,0.6,63.96666667
1,1418,2023-02-09,2.31225,-8.32,0.735,75.505,0.59,145.545,13.63,11.22,2.19,974.85,-8.5848,61.2304,53.60565,0.44,0.785,65.97
2,1420,2023-02-11,2.344428571,-2.6,0.628571429,79.8,0.885714286,143.1285714,7.914285714,9.257142857,1.557142857,964.4285714,-5.611142857,64.81285714,78.66471429,0.385714286,0.857142857,135.0571429
2,1422,2023-02-13,2.2025,2.65,0.8,68.9,2,155.75,18.2,14.45,4.3,946,-1.624,0,0.0245,0.9,1.35,0
2,1424,2023-02-15,2.173,-15.2,0.5,61.1,8,141.2,12.5,5.7,1.4,981,-20.46,144.1,180.1,0.4,0.8,51.8
1,1425,2023-02-16,2.352,-9.6,0.8,71.7,0.55,142,8.95,8.25,1.45,962.5,-11.165,156.2,132.3,0.35,0.9,184.65
6,1431,2023-02-22,2.528,-28.7,1,70,0.5,141.3,5.9,8.4,0.9,994,-34.96,246.4,214.7,0.3,0.7,363.4
1,1432,2023-02-23,2.5,-21.36666667,1.5,65.56666667,26.23333333,142.4333333,24.4,5.833333333,1.6,997.6666667,-26.84666667,357.7333333,219.9,0.166666667,0.733333333,168.3333333
1,1433,2023-02-24,2.298947368,-21.61052632,0.426315789,57.47894737,2.278947368,158.5105263,18.37894737,12.38947368,3.184210526,977.5263158,-27.42105263,131.9565263,88.97484211,0.636842105,1.752631579,93.06315789
1,1434,2023-02-25,2.383,-16.53333333,0.933333333,59.55,5.433333333,149.5,33.81666667,7.816666667,2.45,962.5,-23.17166667,6.097333333,2.918833333,0.3,1.05,5.9
4,1438,2023-03-01,2.30675,-11.65,0.6375,66.825,0.775,146.4625,14.0875,10.1125,2.3,965.625,-16.1675,110.71125,231.522875,0.7,1.45,249.9875
1,1439,2023-03-02,2.3674,-5.62,3.4,80.68,4.42,142.94,13,17.24,3.94,948.2,-8.8988,15.8734,37.6288,0.86,1.7,72.06
3,1442,2023-03-05,2.187666667,-20.06666667,0.366666667,58.96666667,9.366666667,162.5,38.8,4.733333333,1.133333333,989.6666667,-25.25333333,223.899,131.7833333,0.2,0.633333333,66.86666667
1,1443,2023-03-06,2.37,-18.4,0.85,68.7,0.5,159.65,45.2,4.1,1.55,994,-22.35,362.55,220.2,0.25,1.15,290.65
2,1445,2023-03-08,2.104111111,-11.74444444,0.188888889,54.8,0.377777778,146.6666667,12.08888889,12.87777778,2.577777778,997.5555556,-20.19777778,151.2723333,89.77244444,0.811111111,1.511111111,127.9111111
1,1446,2023-03-09,2.144,-11.58333333,0.183333333,57.01666667,1.916666667,142.9833333,11.35,17.13333333,3.5,991.5,-19.97666667,147.9218333,94.69966667,0.8,2.083333333,105.9166667
1,1447,2023-03-10,2.154,-6.6,0.4,66.1,0.1,140.8,7.3,19.4,2.7,979,-11.65,0,0.024,0.7,1.6,0
1,1448,2023-03-11,2.204,-7.3,0.7,60.975,0.075,147.125,21.45,7.025,2.25,982.5,-13.7425,291.65,165.762,0.4,1.275,184.775
5,1453,2023-03-16,2.175,-6.333333333,0.683333333,72.33333333,4.316666667,152,22.71666667,10.83333333,2.533333333,983.6666667,-10.115,154.3435,114.6128333,0.683333333,1.183333333,53.46666667
1,1454,2023-03-17,2.220533333,-2.373333333,1.573333333,66.68666667,4.086666667,143.6066667,8.693333333,11.78,1.833333333,980.3333333,-7.229133333,398.7584,238.3944,0.653333333,0.933333333,261.5066667
1,1455,2023-03-18,2.348428571,-4.471428571,1.542857143,69.5,4.014285714,146.6,19.28571429,7.2,1.9,976.5714286,-9.080714286,115.3888571,65.66185714,0.414285714,0.528571429,74.67142857
1,1456,2023-03-19,2.1435,1.05,0.35,57.95,0.65,142,8.2,12.2,1.65,977.5,-7.5025,819.1,475.45,0.8,1.45,397.2
2,1458,2023-03-21,2.192,-6.96,0.6,62.86,2.52,146.62,24.18,5.84,2,974,-13.29,265.736,154.2246,0.36,0.98,71.08
1,1459,2023-03-22,2.153214286,-5.392857143,0.421428571,64.05,0.478571429,151.9285714,26.35714286,9.257142857,2.735714286,967.5714286,-12.42528571,360.6250714,220.2582143,0.585714286,1.164285714,225.7071429
1,1460,2023-03-23,2.327333333,-7.833333333,0.833333333,80.23333333,0.033333333,142.9,14.96666667,7.133333333,1.7,962,-9.796666667,6.908,3.743666667,0.2,0.533333333,34.63333333
1,1461,2023-03-24,2.175666667,-2.766666667,0.766666667,47.6,20.46666667,148.8,35.5,6.4,2.033333333,975,-14.40666667,210.2933333,146,0.433333333,0.666666667,42.4
3,1464,2023-03-27,2.124,-6.7,0.2,43.2,3.7,141.5,46.2,3.4,1.2,985,-17.85,248.4,144.9,0.2,0.7,19.2
1,1465,2023-03-28,2.125666667,-4.983333333,0.55,50.03333333,0.883333333,152.7333333,16.6,10.83333333,2.683333333,977.6666667,-14.66833333,96.2235,51.91433333,0.616666667,1.083333333,49.2
3,1468,2023-03-31,2.148,-1.2,0.6,74.6,1.6,149.6,74.4,1.9,1.8,965,-5.109,59.38,30.92,0.3,0.5,0.3
1,1469,2023-04-01,2.076,-4.3,0.2,78.5,0,142.9,92.1,0.6,0.8,965,-8.12,0,0.026,1,1.2,0
1,1470,2023-04-02,2.124,0.1,0.7,69.1,4.2,157.4,90,1.6,1.3,968,-5.256,466,235.8,0.1,1,220.2
2,1472,2023-04-04,2.116285714,1.742857143,0.371428571,48.92857143,4.4,152.5,26.41428571,6.4,2.171428571,978.7142857,-8.139142857,573.0142857,301.2228571,0.471428571,1.357142857,226.1285714
1,1473,2023-04-05,2.118363636,3.109090909,0.445454545,55.40909091,3.163636364,157.2,33.06363636,6.563636364,2.409090909,973.8181818,-5.084090909,469.9027273,251.2593636,0.545454545,1.363636364,175.4727273
1,1474,2023-04-06,2.082722222,5.227777778,0.283333333,44.23333333,2.616666667,156.1777778,21.18888889,13.46666667,4.111111111,972.3333333,-6.7,495.4027778,281.8803889,0.905555556,2.216666667,284.7555556
1,1475,2023-04-07,2.076888889,6.616666667,0.816666667,44.73888889,7.25,146.8,14.17222222,16.46666667,3.594444444,964.4444444,-5.637055556,453.2899444,242.5186667,1.061111111,2.005555556,224.1388889
1,1476,2023-04-08,2.132222222,4.466666667,0.422222222,66.33333333,1.8,149.3666667,17.06666667,9.922222222,2.5,960.6666667,-1.655333333,161.7123333,82.03966667,0.722222222,1.222222222,113.0333333
1,1477,2023-04-09,2.204181818,8.627272727,1.627272727,49.1,6.609090909,155.0727273,22.28181818,8.7,2.454545455,962.1818182,-3.408090909,157.7084545,86.42181818,0.5,1.254545455,56.80909091
1,1478,2023-04-10,2.0895,9.05,1.1,44.4,6.6,177.95,32.85,9.6,3.7,954.5,-2.9415,0.0015,0.0235,0.55,1.5,0
1,1479,2023-04-11,2.303,-0.333333333,2.766666667,68.63333333,11,140.8666667,30.13333333,5.4,2.2,965,-6.698,0,0.026666667,0.066666667,0.633333333,0
3,1482,2023-04-14,2.02975,9.35,0.3,36.55,1.5,143.45,12.2,10.275,2.4,973,-5.57025,1058.75,548.7,0.525,1.85,575.625
1,1483,2023-04-15,2.156,8.65,0.25,44.3,0.6,141.15,17.95,6.85,1.5,977,-3.127,505.845,261.38,0.4,1.65,308
2,1485,2023-04-17,2.056,7.95,0.3,52.65,11.35,144.35,18.65,21,5.5,963.5,-3.432,143.815,72.805,1.25,2.9,66.85
4,1489,2023-04-21,2.052,5.457142857,0.242857143,37.85714286,2,147.2285714,35.18571429,5.742857143,2.2,989.1428571,-9.034285714,406.1571429,211.5571429,0.557142857,1.185714286,152.0857143
1,1490,2023-04-22,2.1964375,7.4625,1.35,38.2875,13.1625,165.175,24.3875,10.10625,3.24375,980.375,-7.213875,522.511,266.0055,0.6,1.69375,230.50625
1,1491,2023-04-23,2.086125,9.0625,0.4625,39.1875,4.8125,153.3875,24.625,11.45,3.7625,973.25,-4.901875,285.223875,141.511875,0.775,1.8125,119.7
1,1492,2023-04-24,2.169666667,7.966666667,2.666666667,55.9,16.23333333,161.8,41.9,7.366666667,4.233333333,972,-1.624666667,0.000666667,0.027333333,0.533333333,1.566666667,0.066666667
1,1493,2023-04-25,2.124615385,6.130769231,0.569230769,73.6,3.430769231,152.3,23.47692308,10.24615385,2.823076923,970.3846154,1.881692308,260.6694615,131.8589231,0.738461538,1.553846154,193.7615385
2,1495,2023-04-27,2.222166667,12.05,1.616666667,42.3,11.11666667,164.75,27.8,7.3,2.233333333,973.6666667,-0.199833333,175.1905,87.44966667,0.466666667,1.133333333,58
1,1496,2023-04-28,2.106,8.65,0.2,53.35,0.9,152.7,37.35,8.6,3.1,971.5,0.433,0,0.027,0.6,0.85,0
1,1497,2023-04-29,2.0645,15.2,0.675,22.875,9.75,168.025,59.75,4.775,2.325,981,-7.10025,992.8275,489.905,0.4,1.7,430.575
1,1498,2023-04-30,2.011,17.8,0.15,25.7,1.9,141.05,13.8,18.7,4.45,976,-6.7325,1046.5,573.7,0.95,2.3,653.5
1,1499,2023-05-01,2.250777778,25.08888889,2.733333333,23.68888889,26.36666667,169.6888889,28.34444444,12.83333333,3.977777778,966.1111111,0.493555556,1044.719111,530.0988889,0.533333333,2.377777778,506.7333333
1,1500,2023-05-02,2.1355,20.5,1.85,31.5,29,146.35,76.85,2.2,1.95,970,0.633,791.15,396.175,0.15,1.3,358.75
1,1501,2023-05-03,2.0886875,23.85,0.55625,27.9,5.475,159.79375,24.44375,12.24375,3.7375,966.125,1.4308125,710.42825,355.016875,0.84375,2.24375,336.3
1,1502,2023-05-04,2.24425,16.775,1.225,43.025,0.35,144.875,19.05,8.05,2.1,966,1.40475,0.0105,0.03475,0.775,1.675,1.9
2,1504,2023-05-06,2.142,14.3,0.6,45.6,0.5,141.4,11.9,20.9,4.2,979,-0.474,0,0.023,1,2.7,0
